,year,artist,track,time,genre,date_enter,date_peak,week,peak_rank,daystopeak
1556,2000,Madison Avenue,Don't Call Me Baby,3:44,Electronica,2000-07-08,2000-09-16,5.0,93.0,70 days 00:00:00.000000000
1557,2000,Eve,Got It All,3:48,Rap,2000-07-15,2000-07-22,5.0,95.0,7 days 00:00:00.000000000
1558,2000,Limp Bizkit,Re-Arranged,4:08,Rock,1999-12-04,2000-02-05,5.0,95.0,63 days 00:00:00.000000000
1560,2000,Nu Flavor,3 Little Words,3:54,R&B,2000-06-03,2000-06-17,5.0,94.0,14 days 00:00:00.000000000
1561,2000,Tamar,If You Don't Wanna Love Me,4:02,Rock,2000-03-25,2000-04-15,5.0,92.0,21 days 00:00:00.000000000
1562,2000,"Levert, Gerald",Baby U Are,4:10,R&B,2000-08-19,2000-08-26,5.0,96.0,7 days 00:00:00.000000000
1563,2000,"Hart, Beth",L.A. Song,3:47,Country,1999-11-27,2000-01-15,5.0,99.0,49 days 00:00:00.000000000
1564,2000,"Diffie, Joe",The Quittin' Kind,3:23,Country,2000-01-01,2000-01-22,5.0,93.0,21 days 00:00:00.000000000
1565,2000,Funkmaster Flex,Do You,4:14,Rap,2000-11-11,2000-12-02,5.0,91.0,21 days 00:00:00.000000000
1571,2000,Lil' Mo,Ta Da,4:17,Rap,2000-08-12,2000-09-16,5.0,100.0,35 days 00:00:00.000000000
1572,2000,A*Teens,Dancing Queen,3:44,Pop,2000-07-08,2000-07-29,5.0,100.0,21 days 00:00:00.000000000
1573,2000,"Sheist, Shade",Where I Wanna Be,4:16,Rap,2000-11-11,2000-11-18,5.0,100.0,7 days 00:00:00.000000000
1585,2000,Destiny's Child,Independent Women Part I,3:38,Rock,2000-09-23,2000-11-18,6.0,15.0,56 days 00:00:00.000000000
1586,2000,Santana,"Maria, Maria",4:18,Rock,2000-02-12,2000-04-08,6.0,3.0,56 days 00:00:00.000000000
1587,2000,Savage Garden,I Knew I Loved You,4:07,Rock,1999-10-23,2000-01-29,6.0,13.0,98 days 00:00:00.000000000
1588,2000,Madonna,Music,3:45,Rock,2000-08-12,2000-09-16,6.0,1.0,35 days 00:00:00.000000000
1589,2000,"Aguilera, Christina",Come On Over Baby (All I Want Is You),3:38,Rock,2000-08-05,2000-10-14,6.0,18.0,70 days 00:00:00.000000000
1590,2000,Janet,Doesn't Really Matter,4:17,Rock,2000-06-17,2000-08-26,6.0,22.0,70 days 00:00:00.000000000
1591,2000,Destiny's Child,Say My Name,4:31,Rock,1999-12-25,2000-03-18,6.0,13.0,84 days 00:00:00.000000000
1592,2000,"Iglesias, Enrique",Be With You,3:36,Latin,2000-04-01,2000-06-24,6.0,12.0,84 days 00:00:00.000000000
1593,2000,Sisqo,Incomplete,3:52,Rock,2000-06-24,2000-08-12,6.0,55.0,49 days 00:00:00.000000000
1594,2000,Lonestar,Amazed,4:25,Country,1999-06-05,2000-03-04,6.0,33.0,273 days 00:00:00.000000000
1595,2000,N'Sync,It's Gonna Be Me,3:10,Rock,2000-05-06,2000-07-29,6.0,19.0,84 days 00:00:00.000000000
1596,2000,"Aguilera, Christina",What A Girl Wants,3:18,Rock,1999-11-27,2000-01-15,6.0,13.0,49 days 00:00:00.000000000
1597,2000,Vertical Horizon,Everything You Want,4:01,Rock,2000-01-22,2000-07-15,6.0,33.0,175 days 00:00:00.000000000
1598,2000,Creed,With Arms Wide Open,3:52,Rock,2000-05-13,2000-11-11,6.0,68.0,182 days 00:00:00.000000000
1599,2000,Aaliyah,Try Again,4:03,Rock,2000-03-18,2000-06-17,6.0,18.0,91 days 00:00:00.000000000
1600,2000,matchbox twenty,Bent,4:12,Rock,2000-04-29,2000-07-22,6.0,21.0,84 days 00:00:00.000000000
1601,2000,"Carey, Mariah",Thank God I Found You,4:14,Rock,1999-12-11,2000-02-19,6.0,37.0,70 days 00:00:00.000000000
1602,2000,"Hill, Faith",Breathe,4:04,Rap,1999-11-06,2000-04-22,6.0,35.0,168 days 00:00:00.000000000
1603,2000,Mya,Case Of The Ex (Whatcha Gonna Do),3:50,Rock,2000-08-19,2000-12-02,6.0,31.0,105 days 00:00:00.000000000
1604,2000,Dream,He Loves U Not,3:43,Rock,2000-09-30,2000-12-30,6.0,42.0,91 days 00:00:00.000000000
1605,2000,"Braxton, Toni",He Wasn't Man Enough,4:21,Rock,2000-03-18,2000-05-06,6.0,24.0,49 days 00:00:00.000000000
1606,2000,"Anthony, Marc",You Sang To Me,3:50,Latin,2000-02-26,2000-06-03,6.0,27.0,98 days 00:00:00.000000000
1607,2000,98¡,Give Me Just One Night (Una Noche),3:24,Rock,2000-08-19,2000-09-30,6.0,19.0,42 days 00:00:00.000000000
1608,2000,Destiny's Child,Jumpin' Jumpin',3:48,Rock,2000-05-13,2000-08-19,6.0,50.0,98 days 00:00:00.000000000
1609,2000,3 Doors Down,Kryptonite,3:53,Rock,2000-04-08,2000-11-11,6.0,57.0,217 days 00:00:00.000000000
1610,2000,Sisqo,Thong Song,4:05,Rock,2000-01-29,2000-05-20,6.0,23.0,112 days 00:00:00.000000000
1611,2000,"Aguilera, Christina",I Turn To You,4:00,Rock,2000-04-15,2000-07-01,6.0,19.0,77 days 00:00:00.000000000
1612,2000,"Houston, Whitney",My Love Is Your Love,4:16,Rock,1999-09-04,2000-01-08,6.0,9.0,126 days 00:00:00.000000000
1613,2000,Joe,I Wanna Know,4:57,Rock,2000-01-01,2000-07-01,6.0,33.0,182 days 00:00:00.000000000
1614,2000,"Jordan, Montell",Get It On.. Tonite,4:34,Rap,1999-10-23,2000-02-12,6.0,61.0,112 days 00:00:00.000000000
1615,2000,N'Sync,Bye Bye Bye,3:15,Rock,2000-01-29,2000-04-15,6.0,7.0,77 days 00:00:00.000000000
1616,2000,Eminem,The Real Slim Shady,4:42,Rap,2000-05-06,2000-06-24,6.0,7.0,49 days 00:00:00.000000000
1617,2000,Pink,Most Girls,4:06,Rock,2000-08-12,2000-11-25,6.0,21.0,105 days 00:00:00.000000000
1618,2000,"Mumba, Samantha",Gotta Tell You,3:19,Rock,2000-09-09,2000-12-09,6.0,25.0,91 days 00:00:00.000000000
1619,2000,Blaque,Bring It All To Me,3:46,Pop,1999-10-23,2000-01-22,6.0,19.0,91 days 00:00:00.000000000
1620,2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,Rap,1999-11-27,2000-01-08,6.0,7.0,42 days 00:00:00.000000000
1621,2000,"Gray, Macy",I Try,3:52,Rock,2000-02-19,2000-05-20,6.0,20.0,91 days 00:00:00.000000000
1622,2000,N'Sync,This I Promise You,4:23,Rock,2000-09-30,2000-12-02,6.0,6.0,63 days 00:00:00.000000000
1623,2000,Ruff Endz,No More,3:56,Rock,2000-07-01,2000-09-02,6.0,15.0,63 days 00:00:00.000000000
1624,2000,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,3:54,Rock,2000-01-01,2000-03-18,6.0,14.0,77 days 00:00:00.000000000
1625,2000,Nine Days,Absolutely (Story Of A Girl),3:09,Rock,2000-05-06,2000-07-22,6.0,34.0,77 days 00:00:00.000000000
1626,2000,"Dion, Celine",That's The Way It Is,4:03,Rock,1999-11-13,2000-03-04,6.0,34.0,112 days 00:00:00.000000000
1627,2000,Blink-182,All The Small Things,2:52,Rock,1999-12-04,2000-02-19,6.0,51.0,77 days 00:00:00.000000000
1628,2000,Eiffel 65,Blue (Da Ba Dee),3:29,Electronica,1999-12-11,2000-01-29,6.0,11.0,49 days 00:00:00.000000000
1629,2000,"Badu, Erkyah",Bag Lady,5:03,Rock,2000-08-19,2000-10-07,6.0,42.0,49 days 00:00:00.000000000
1630,2000,Pink,There U Go,3:23,Rock,2000-03-04,2000-04-08,6.0,7.0,35 days 00:00:00.000000000
1631,2000,Creed,Higher,5:16,Rock,1999-09-11,2000-07-22,6.0,58.0,315 days 00:00:00.000000000
1632,2000,Nelly,(Hot S**t) Country Grammar,4:17,Rap,2000-04-29,2000-09-16,6.0,37.0,140 days 00:00:00.000000000
1633,2000,Next,Wifey,4:03,Rock,2000-05-27,2000-09-09,6.0,31.0,105 days 00:00:00.000000000
1635,2000,Sonique,It Feels So Good,3:48,Rock,2000-01-22,2000-04-22,6.0,17.0,91 days 00:00:00.000000000
1636,2000,"Spears, Britney",Oops!.. I Did It Again,3:30,Rock,2000-04-22,2000-06-10,6.0,13.0,49 days 00:00:00.000000000
1637,2000,"Backstreet Boys, The",Shape Of My Heart,3:49,Rock,2000-10-14,2000-12-02,6.0,12.0,49 days 00:00:00.000000000
1638,2000,Everclear,Wonderful,4:30,Rock,2000-07-08,2000-09-30,6.0,25.0,84 days 00:00:00.000000000
1639,2000,Ja Rule,Between Me And You,4:05,Rap,2000-09-16,2000-11-18,6.0,22.0,63 days 00:00:00.000000000
1640,2000,"Rimes, LeAnn",I Need You,3:42,Country,2000-05-27,2000-08-12,6.0,59.0,77 days 00:00:00.000000000
1641,2000,Smash Mouth,Then The Morning Comes,3:04,Rock,1999-10-30,2000-01-29,6.0,23.0,91 days 00:00:00.000000000
1642,2000,Jay-Z,I Just Wanna Love U (Give It 2 Me),3:50,Rap,2000-10-28,2000-12-30,6.0,19.0,63 days 00:00:00.000000000
1643,2000,Jagged Edge,Let's Get Married,4:23,Rock,2000-05-06,2000-07-29,6.0,42.0,84 days 00:00:00.000000000
1644,2000,Filter,Take A Picture,4:23,Rock,1999-11-27,2000-02-05,6.0,38.0,70 days 00:00:00.000000000
1645,2000,"Martin, Ricky",She Bangs,4:02,Latin,2000-10-07,2000-12-02,6.0,16.0,56 days 00:00:00.000000000
1646,2000,Mystikal,Shake Ya Ass,4:46,Rap,2000-08-12,2000-10-28,6.0,25.0,77 days 00:00:00.000000000
1647,2000,BBMak,Back Here,3:35,Rock,2000-04-29,2000-07-29,6.0,34.0,91 days 00:00:00.000000000
1648,2000,"Spears, Britney",From The Bottom Of My Broken Heart,4:30,Rock,2000-01-29,2000-02-26,6.0,14.0,28 days 00:00:00.000000000
1649,2000,Third Eye Blind,Never Let You Go,3:57,Rock,2000-01-22,2000-04-01,6.0,22.0,70 days 00:00:00.000000000
1650,2000,Red Hot Chili Peppers,Otherside,4:13,Rock,2000-02-12,2000-05-27,6.0,49.0,105 days 00:00:00.000000000
1651,2000,Profyle,Liar,3:57,R&B,2000-09-16,2000-10-28,6.0,16.0,42 days 00:00:00.000000000
1652,2000,Barenaked Ladies,Pinch Me,3:46,Rock,2000-09-09,2000-11-25,6.0,37.0,77 days 00:00:00.000000000
1653,2000,Jagged Edge,He Can't Love U,3:30,Rock,1999-12-11,2000-01-08,6.0,18.0,28 days 00:00:00.000000000
1654,2000,504 Boyz,Wobble Wobble,3:35,Rap,2000-04-15,2000-05-06,6.0,31.0,21 days 00:00:00.000000000
1655,2000,Sting,Desert Rose,3:52,Rock,2000-05-13,2000-08-26,6.0,52.0,105 days 00:00:00.000000000
1656,2000,Jay-Z,Big Pimpin',3:55,Rap,2000-04-22,2000-07-08,6.0,25.0,77 days 00:00:00.000000000
1657,2000,Kid Rock,Only God Knows Why,5:27,Rock,2000-02-19,2000-04-15,6.0,26.0,56 days 00:00:00.000000000
1658,2000,Foo Fighters,Learn To Fly,3:55,Rock,1999-10-16,2000-01-22,6.0,52.0,98 days 00:00:00.000000000
1659,2000,"Dixie Chicks, The",Goodbye Earl,4:19,Country,2000-03-18,2000-05-06,6.0,20.0,49 days 00:00:00.000000000
1660,2000,Guy,Dancin',4:08,R&B,1999-12-18,2000-01-01,6.0,44.0,14 days 00:00:00.000000000
1661,2000,Lil Bow Wow,Bounce With Me,3:22,Rap,2000-08-19,2000-09-16,6.0,20.0,28 days 00:00:00.000000000
1662,2000,Westlife,Swear It Again,4:07,Rock,2000-04-01,2000-07-01,6.0,46.0,91 days 00:00:00.000000000
1663,2000,Train,Meet Virginia,3:55,Rock,1999-10-09,2000-01-22,6.0,45.0,105 days 00:00:00.000000000
1664,2000,"Thomas, Carl",I Wish,3:50,Rock,2000-03-25,2000-05-13,6.0,28.0,49 days 00:00:00.000000000
1665,2000,Hanson,This Time Around,4:14,Country,2000-04-22,2000-05-06,6.0,71.0,14 days 00:00:00.000000000
1666,2000,"Simpson, Jessica",I Think I'm In Love With You,3:32,Pop,2000-07-01,2000-08-12,6.0,23.0,42 days 00:00:00.000000000
1667,2000,Ludacris,What's Your Fantasy,4:16,Rap,2000-09-30,2000-12-16,6.0,40.0,77 days 00:00:00.000000000
1668,2000,Lil' Zane,Callin' Me,3:43,Rap,2000-07-29,2000-09-02,6.0,21.0,35 days 00:00:00.000000000
1669,2000,M2M,Don't Say You Love Me,3:41,Pop,1999-11-20,2000-01-08,6.0,44.0,49 days 00:00:00.000000000
1670,2000,SoulDecision,Faded,3:25,Rock,2000-07-08,2000-09-09,6.0,43.0,63 days 00:00:00.000000000
1671,2000,"Brock, Chad",Yes!,3:22,Country,2000-04-08,2000-07-01,6.0,47.0,84 days 00:00:00.000000000
1672,2000,"Martin, Ricky",Shake Your Bon-Bon,3:08,Latin,1999-11-20,2000-02-12,6.0,39.0,84 days 00:00:00.000000000
1673,2000,Vertical Horizon,You're A God,3:45,Rock,2000-08-26,2000-11-04,6.0,31.0,70 days 00:00:00.000000000
1674,2000,Avant,Separated,4:13,Rock,2000-04-29,2000-05-20,6.0,30.0,21 days 00:00:00.000000000
1675,2000,"Rimes, LeAnn",Big Deal,3:03,Country,1999-10-16,2000-01-01,6.0,48.0,77 days 00:00:00.000000000
1676,2000,IMx,Stay The Night,3:37,Rap,1999-10-09,2000-01-08,6.0,38.0,91 days 00:00:00.000000000
1677,2000,Dr. Dre,The Next Episode,2:38,Rap,2000-05-27,2000-07-29,6.0,41.0,63 days 00:00:00.000000000
1678,2000,"Spears, Britney",Lucky,3:23,Rock,2000-08-12,2000-09-09,6.0,29.0,28 days 00:00:00.000000000
1679,2000,Savage Garden,Crash And Burn,4:41,Rock,2000-04-08,2000-05-27,6.0,31.0,49 days 00:00:00.000000000
1680,2000,Kandi,Don't Think I'm Not,3:50,Rock,2000-08-05,2000-10-07,6.0,42.0,63 days 00:00:00.000000000
1681,2000,Sammie,I Like It,4:09,Rock,2000-01-29,2000-04-15,6.0,33.0,77 days 00:00:00.000000000
1682,2000,Goo Goo Dolls,Broadway,3:54,Rock,2000-04-22,2000-07-01,6.0,31.0,70 days 00:00:00.000000000
1683,2000,"Moore, Mandy",I Wanna Be With You,4:12,Pop,2000-06-17,2000-08-12,6.0,42.0,56 days 00:00:00.000000000
1684,2000,Dr. Dre,Forgot About Dre,3:42,Rap,2000-01-22,2000-03-25,6.0,30.0,63 days 00:00:00.000000000
1685,2000,D'Angelo,Untitled (How Does It Feel),7:10,R&B,2000-01-22,2000-02-19,6.0,25.0,28 days 00:00:00.000000000
1686,2000,"Messina, Jo Dee",That's The Way,3:17,Country,2000-06-24,2000-08-26,6.0,44.0,63 days 00:00:00.000000000
1687,2000,Avant,My First Love,4:28,Rock,2000-11-04,2000-12-16,6.0,33.0,42 days 00:00:00.000000000
1688,2000,Son By Four,A Puro Dolor (Purest Of Pain),3:30,Latin,2000-04-08,2000-08-19,6.0,73.0,133 days 00:00:00.000000000
1689,2000,Da Brat,What'Chu Like,3:57,Rap,2000-06-03,2000-08-12,6.0,41.0,70 days 00:00:00.000000000
1690,2000,DMX,Party Up (Up In Here),3:45,Rap,2000-02-26,2000-04-22,6.0,44.0,56 days 00:00:00.000000000
1691,2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51,Country,1999-11-27,2000-01-29,6.0,52.0,63 days 00:00:00.000000000
1692,2000,"McGraw, Tim",My Next Thirty Years,3:37,Country,2000-10-21,2000-12-16,6.0,40.0,56 days 00:00:00.000000000
1693,2000,"Tritt, Travis",Best Of Intentions,4:15,Country,2000-08-19,2000-12-02,6.0,56.0,105 days 00:00:00.000000000
1694,2000,Alice Deejay,Better Off Alone,6:50,Electronica,2000-04-08,2000-06-03,6.0,36.0,56 days 00:00:00.000000000
1695,2000,Hoku,Another Dumb Blonde,3:47,Pop,2000-02-19,2000-04-08,6.0,34.0,49 days 00:00:00.000000000
1696,2000,"Houston, Whitney",I Learned From The Best,4:18,Rock,2000-02-19,2000-03-25,6.0,27.0,35 days 00:00:00.000000000
1697,2000,Counting Crows,Hanginaround,4:07,Rock,1999-11-06,2000-01-29,6.0,37.0,84 days 00:00:00.000000000
1698,2000,Mary Mary,Shackles (Praise You),3:12,Rock,2000-03-25,2000-05-13,6.0,37.0,49 days 00:00:00.000000000
1699,2000,"Carey, Mariah",Crybaby,5:19,Rock,2000-06-24,2000-06-24,6.0,90.0,0 days 00:00:00.000000000
1700,2000,"McGraw, Tim",My Best Friend,4:33,Country,1999-11-27,2000-01-29,6.0,54.0,63 days 00:00:00.000000000
1701,2000,Sugar Ray,Falls Apart,4:15,Rock,2000-01-15,2000-02-19,6.0,29.0,35 days 00:00:00.000000000
1702,2000,Madonna,American Pie,4:30,Rock,2000-02-19,2000-03-04,6.0,32.0,14 days 00:00:00.000000000
1703,2000,"Jones, Donell",Where I Wanna Be,6:22,Rock,2000-04-22,2000-07-08,6.0,41.0,77 days 00:00:00.000000000
1704,2000,"Paisley, Brad",We Danced,3:45,Country,2000-10-14,2000-12-16,6.0,42.0,63 days 00:00:00.000000000
1705,2000,Lonestar,What About Now,3:30,Country,2000-06-10,2000-08-19,6.0,50.0,70 days 00:00:00.000000000
1706,2000,"Backstreet Boys, The",The One,3:46,Rock,2000-05-27,2000-07-01,6.0,30.0,35 days 00:00:00.000000000
1707,2000,"Keith, Toby",How Do You Like Me Now?!,3:29,Country,2000-01-29,2000-04-08,6.0,43.0,70 days 00:00:00.000000000
1708,2000,"Strait, George",The Best Day,3:24,Country,2000-01-29,2000-04-22,6.0,44.0,84 days 00:00:00.000000000
1709,2000,"Dixie Chicks, The",Without You,3:32,Country,2000-10-07,2000-12-23,6.0,49.0,77 days 00:00:00.000000000
1710,2000,Musiq,Just Friends (Sunny),4:02,Rap,2000-10-14,2000-12-30,6.0,54.0,77 days 00:00:00.000000000
1711,2000,"McEntire, Reba",What Do You Say,3:26,Country,1999-10-30,2000-01-29,6.0,63.0,91 days 00:00:00.000000000
1712,2000,"Braxton, Toni",Just Be A Man About It,4:10,Rock,2000-07-29,2000-09-02,6.0,32.0,35 days 00:00:00.000000000
1713,2000,"Iglesias, Enrique",Rhythm Divine,7:35,Latin,1999-12-04,2000-01-22,6.0,39.0,49 days 00:00:00.000000000
1714,2000,"Fabian, Lara",I Will Love Again,3:43,Pop,2000-06-10,2000-08-12,6.0,52.0,63 days 00:00:00.000000000
1715,2000,Bon Jovi,It's My Life,3:44,Rock,2000-08-12,2000-09-30,6.0,45.0,49 days 00:00:00.000000000
1716,2000,"Evans, Sara",Born To Fly,5:36,Country,2000-10-21,2000-12-30,6.0,51.0,70 days 00:00:00.000000000
1717,2000,"Chesney, Kenny",I Lost It,3:54,Country,2000-10-21,2000-12-23,6.0,53.0,63 days 00:00:00.000000000
1718,2000,J-Shin,One Night Stand,4:34,R&B,1999-12-25,2000-02-26,6.0,62.0,63 days 00:00:00.000000000
1719,2000,Eve,Love Is Blind,3:51,Rap,2000-01-08,2000-02-19,6.0,40.0,42 days 00:00:00.000000000
1720,2000,Aaliyah,I Don't Wanna,4:15,Rock,2000-01-29,2000-03-04,6.0,35.0,35 days 00:00:00.000000000
1721,2000,"Montgomery, John Michael",The Little Girl,3:52,Country,2000-09-09,2000-10-28,6.0,41.0,49 days 00:00:00.000000000
1722,2000,"Carter, Aaron",Aaron's Party (Come Get It),3:23,R&B,2000-08-26,2000-09-16,6.0,37.0,21 days 00:00:00.000000000
1723,2000,"Vassar, Phil",Just Another Day In Paradise,3:54,Country,2000-09-30,2000-12-02,6.0,46.0,63 days 00:00:00.000000000
1724,2000,Ice Cube,You Can Do It,4:20,Rap,1999-12-04,2000-01-15,6.0,40.0,42 days 00:00:00.000000000
1725,2000,"Wills, Mark",Back At One,4:00,Country,2000-01-15,2000-02-26,6.0,37.0,42 days 00:00:00.000000000
1726,2000,Lucy Pearl,Dance Tonight,3:45,R&B,2000-05-20,2000-07-29,6.0,49.0,70 days 00:00:00.000000000
1727,2000,"Jackson, Alan",It Must Be Love,2:53,Country,2000-06-24,2000-09-02,6.0,49.0,70 days 00:00:00.000000000
1728,2000,"Griggs, Andy",She's More,3:19,Country,2000-03-11,2000-06-10,6.0,55.0,91 days 00:00:00.000000000
1729,2000,No Doubt,Simple Kind Of Life,4:11,Rock,2000-07-01,2000-07-22,6.0,48.0,21 days 00:00:00.000000000
1730,2000,"Jean, Wyclef",911,4:00,Rap,2000-10-07,2000-11-25,6.0,48.0,49 days 00:00:00.000000000
1731,2000,Rascal Flatts,Prayin' For Daylight,3:36,Country,2000-05-06,2000-08-12,6.0,64.0,98 days 00:00:00.000000000
1732,2000,Vitamin C,Graduation (Friends Forever),4:23,Rock,2000-04-15,2000-06-10,6.0,40.0,56 days 00:00:00.000000000
1733,2000,"Gilman, Billy",One Voice,4:07,Country,2000-06-17,2000-09-02,6.0,56.0,77 days 00:00:00.000000000
1734,2000,Lonestar,Smile,3:33,Country,1999-12-18,2000-02-12,6.0,47.0,56 days 00:00:00.000000000
1735,2000,"Rogers, Kenny",Buy Me A Rose,3:46,Country,2000-03-11,2000-05-06,6.0,46.0,56 days 00:00:00.000000000
1736,2000,"Lawrence, Tracy",Lessons Learned,2:55,Country,2000-01-29,2000-04-08,6.0,48.0,70 days 00:00:00.000000000
1737,2000,"Strait, George",Go On,3:48,Country,2000-08-26,2000-10-28,6.0,48.0,63 days 00:00:00.000000000
1738,2000,Sisqo,Got To Get It,3:52,Rock,1999-11-20,2000-01-22,6.0,48.0,63 days 00:00:00.000000000
1739,2000,Baha Men,Who Let The Dogs Out,3:17,R&B,2000-07-22,2000-10-21,6.0,54.0,91 days 00:00:00.000000000
1740,2000,"Walker, Clay",The Chain Of Love,5:03,Country,2000-04-15,2000-06-10,6.0,48.0,56 days 00:00:00.000000000
1741,2000,"McBride, Martina",Love's The Only House,5:13,Country,2000-02-05,2000-04-15,6.0,52.0,70 days 00:00:00.000000000
1742,2000,Amber,Sexual (Li Da Di),4:38,Rock,1999-07-17,2000-02-12,6.0,93.0,210 days 00:00:00.000000000
1743,2000,"Tippin, Aaron",Kiss This,2:53,Country,2000-08-26,2000-10-21,6.0,47.0,56 days 00:00:00.000000000
1744,2000,SheDaisy,I Will.. But,3:40,Country,2000-07-15,2000-09-16,6.0,52.0,63 days 00:00:00.000000000
1745,2000,"Raye, Collin",Couldn't Last A Moment,3:40,Country,2000-03-18,2000-06-24,6.0,63.0,98 days 00:00:00.000000000
1746,2000,Black Rob,Whoa!,4:04,Rap,2000-03-04,2000-04-15,6.0,46.0,42 days 00:00:00.000000000
1747,2000,"Jackson, Alan",Pop A Top,3:04,Country,1999-11-13,2000-01-22,6.0,57.0,70 days 00:00:00.000000000
1748,2000,"Black, Clint",Been There,5:28,Country,2000-02-19,2000-04-15,6.0,57.0,56 days 00:00:00.000000000
1749,2000,Common,The Light,3:55,Rap,2000-08-05,2000-09-09,6.0,44.0,35 days 00:00:00.000000000
1750,2000,"Vassar, Phil",Carlene,4:07,Country,2000-03-04,2000-04-22,6.0,53.0,49 days 00:00:00.000000000
1751,2000,"Jackson, Alan",www.memory,2:36,Country,2000-11-04,2000-12-23,6.0,49.0,49 days 00:00:00.000000000
1752,2000,Vitamin C,The Itch,3:30,Rock,2000-12-02,2000-12-16,6.0,58.0,14 days 00:00:00.000000000
1753,2000,"Eastsidaz, The",G'D Up,4:27,Rap,2000-01-08,2000-02-12,6.0,47.0,35 days 00:00:00.000000000
1754,2000,Ideal,Whatever,3:48,R&B,2000-06-10,2000-08-19,6.0,56.0,70 days 00:00:00.000000000
1755,2000,"Thomas, Carl",Emotional,4:31,Rock,2000-11-25,2000-12-30,6.0,47.0,35 days 00:00:00.000000000
1756,2000,Ginuwine,None Of Ur Friends Business,4:12,Rock,1999-12-11,2000-01-22,6.0,63.0,42 days 00:00:00.000000000
1757,2000,"Davidson, Clay",Unconditional,3:56,Country,2000-03-25,2000-06-17,6.0,78.0,84 days 00:00:00.000000000
1758,2000,DMX,What You Want,4:05,Rap,2000-07-01,2000-09-23,6.0,79.0,84 days 00:00:00.000000000
1759,2000,"John, Elton",Someday Out Of The Blue,4:41,Rock,2000-04-22,2000-05-06,6.0,60.0,14 days 00:00:00.000000000
1760,2000,Pearl Jam,Nothing As It Seems,5:20,Rock,2000-05-13,2000-05-13,6.0,91.0,0 days 00:00:00.000000000
1761,2000,Mya,The Best Of Me,4:12,Rock,2000-04-15,2000-05-20,6.0,50.0,35 days 00:00:00.000000000
1762,2000,"Heatherly, Eric",Flowers On The Wall,3:16,Country,2000-04-29,2000-08-12,6.0,77.0,105 days 00:00:00.000000000
1763,2000,Eminem,Stan,5:26,Rap,2000-11-04,2000-12-02,6.0,51.0,28 days 00:00:00.000000000
1764,2000,"McEntire, Reba",I'll Be,4:23,Country,2000-05-13,2000-07-29,6.0,64.0,77 days 00:00:00.000000000
1765,2000,"Lopez, Jennifer",Feelin' Good,4:28,Latin,2000-02-19,2000-04-08,6.0,54.0,49 days 00:00:00.000000000
1766,2000,"Urban, Keith",Your Everything,4:10,Country,2000-07-15,2000-09-16,6.0,64.0,63 days 00:00:00.000000000
1767,2000,TLC,Dear Lie,4:36,Rock,2000-02-12,2000-03-04,6.0,74.0,21 days 00:00:00.000000000
1768,2000,"Gill, Vince",Feels Like Love,4:13,Country,2000-09-02,2000-11-18,6.0,65.0,77 days 00:00:00.000000000
1769,2000,"Houston, Whitney",Could I Have This Kiss Forever,3:54,Rock,2000-06-17,2000-08-05,6.0,59.0,49 days 00:00:00.000000000
1770,2000,Bloodhound Gang,The Bad Touch,4:20,R&B,2000-03-18,2000-04-15,6.0,57.0,28 days 00:00:00.000000000
1771,2000,"Williams, Robbie",Angels,3:56,Rock,1999-11-20,2000-01-22,6.0,56.0,63 days 00:00:00.000000000
1772,2000,"Messina, Jo Dee",Because You Love Me,3:50,Country,2000-01-29,2000-03-11,6.0,55.0,42 days 00:00:00.000000000
1773,2000,"Keith, Toby",Country Comes To Town,3:39,Country,2000-08-05,2000-10-14,6.0,62.0,70 days 00:00:00.000000000
1774,2000,Beenie Man,Girls Dem Sugar,4:17,Reggae,2000-10-21,2000-12-02,6.0,63.0,42 days 00:00:00.000000000
1775,2000,"Hill, Faith",Let's Make Love,4:11,Rap,2000-08-12,2000-10-21,6.0,60.0,70 days 00:00:00.000000000
1776,2000,Kelis,Caught Out There,4:09,R&B,1999-12-04,2000-01-08,6.0,54.0,35 days 00:00:00.000000000
1777,2000,Jay-Z,Anything,3:41,Rap,2000-02-26,2000-03-11,6.0,74.0,14 days 00:00:00.000000000
1778,2000,3 Doors Down,Loser,4:24,Rock,2000-10-21,2000-12-02,6.0,65.0,42 days 00:00:00.000000000
1779,2000,Brooks & Dunn,You'll Always Be Loved By Me,2:58,Country,2000-06-10,2000-09-09,6.0,83.0,91 days 00:00:00.000000000
1780,2000,"Chesney, Kenny",What I Need To Do,4:05,Country,2000-04-01,2000-06-10,6.0,69.0,70 days 00:00:00.000000000
1781,2000,"Stone, Angie",No More Rain (In This Cloud),4:42,R&B,1999-12-25,2000-01-22,6.0,60.0,28 days 00:00:00.000000000
1782,2000,Da Brat,That's What I'm Looking For,3:44,Rap,2000-02-26,2000-04-15,6.0,60.0,49 days 00:00:00.000000000
1783,2000,SheDaisy,This Woman Needs,3:20,Country,2000-02-05,2000-03-04,6.0,57.0,28 days 00:00:00.000000000
1784,2000,Papa Roach,Last Resort,3:19,Rock,2000-07-29,2000-12-02,6.0,64.0,126 days 00:00:00.000000000
