psoda,pfries,pentree,wagest,nmgrs,nregs,hrsopen,emp,compown,chain,density,crmrte,state,prpblck,prppov,prpncar,hseval,nstores,income,county,NJ,BK,KFC,RR,ID
1.06,0.93,0.88,4.25,4,3,16,20,1,1,1672,0.0671423,1,0.1058741,0.062553,0.0600714,114800,4,43470,6,1,1,0,0,180
0.95,0.79,2.34,4.25,4,4,11,6,1,2,1672,0.0671423,1,0.1058741,0.062553,0.0600714,114800,4,43470,6,1,0,1,0,181
1.02,0.95,0.95,4.25,2,6,16,8,1,3,1672,0.0671423,1,0.1058741,0.062553,0.0600714,114800,4,43470,6,1,0,0,1,182
0.95,0.86,0.95,5,3,2,11.5,14.5,0,4,7144,0.0159968,1,0.2013907,0.053199,0.0573632,109700,2,45443,2,1,0,0,0,183
,,,4.75,3,3,16,12,1,3,1938,0.0363918,1,0.0399834,0.0287831,0.0476508,110200,7,48574,6,1,0,0,1,184
1.06,0.95,2.77,4.25,2,4,10,10.5,0,2,1938,0.0363918,1,0.0399834,0.0287831,0.0476508,110200,7,48574,6,1,0,1,0,185
1.06,0.92,0.9,4.25,3,3,16,15,0,1,2325,0.0416008,1,0.0399834,0.0287831,0.0476508,110200,6,48574,6,1,1,0,0,186
1.02,0.89,0.91,4.62,3,3,16,17,0,1,1938,0.0363918,1,0.0399834,0.0287831,0.0476508,110200,7,48574,6,1,1,0,0,187
0.95,0.86,0.95,4.55,3,2,11.5,14,0,4,1938,0.0363918,1,0.0399834,0.0287831,0.0476508,110200,7,48574,6,1,0,0,0,188
0.95,0.74,2.34,4.75,2,4,10.5,13,1,2,877,0.0431187,1,0.201043,0.0684898,0.0946563,110900,3,41440,5,1,0,1,0,189
1.06,0.93,0.93,4.87,5,,17,19.75,1,1,877,0.0431187,1,0.201043,0.0684898,0.0946563,110900,3,41440,5,1,1,0,0,190
1.06,0.95,1.06,4.25,3,3,16.5,13.5,0,1,2932,0.0446349,1,0.1095007,0.0659936,0.0867926,88300,3,40050,6,1,1,0,0,191
0.95,0.69,1.5,4.45,3,4,10,7,1,2,2482,0.0357215,1,0.1095007,0.0659936,0.0867926,88300,3,40050,6,1,0,1,0,192
1.02,0.95,0.95,4.5,4,3,15,17,0,1,1103,0.0323122,1,0.0458751,0.0465341,0.0656895,98000,1,42176,11,1,1,0,0,193
1.06,0.89,0.91,4.5,3,3,16,15,0,1,1666,0.0621878,1,0.1953666,0.1388848,0.0985172,95700,4,39672,11,1,1,0,0,194
1.06,0.95,2.77,4.25,3,5,10.5,7.5,0,2,1666,0.0621878,1,0.1953666,0.1388848,0.0985172,95700,4,39672,11,1,0,1,0,195
0.95,0.71,0.95,4.25,2,2,11.5,11,0,4,1666,0.0621878,1,0.1953666,0.1388848,0.0985172,95700,4,39672,11,1,0,0,0,196
1.06,0.91,0.95,4.5,3,5,16,12,1,3,3684,0.065928,1,0.0026281,0.0849037,0.1666981,64700,1,35682,6,1,0,0,1,197
0.95,0.92,0.95,4.8,3,2,16,17.5,0,4,4215,0.0249147,1,0.0108808,0.0434402,0.098887,88800,2,39207,6,1,0,0,0,198
1.02,0.88,0.91,4.25,3,,16,25,0,1,4215,0.0249147,1,0.0108808,0.0434402,0.098887,88800,2,39207,6,1,1,0,0,199
1.06,0.91,0.79,4.25,3,,16,9,1,3,2868,0.0507008,1,0.0292064,0.0259011,0.0387564,138700,2,54981,6,1,0,0,1,200
1.02,0.85,0.85,5,4,3,14.5,19,0,1,2868,0.0507008,1,0.0292064,0.0259011,0.0387564,138700,2,54981,6,1,1,0,0,201
1.18,1.06,,5.25,5,5,24,43,0,3,292,0.0339122,1,0.0550422,0.0735619,0.0681422,96300,2,39345,1,1,0,0,1,202
1,0.85,0.88,,2,3,16,14.5,0,1,292,0.0339122,1,0.0550422,0.0735619,0.0681422,96300,3,39345,1,1,1,0,0,203
0.9,0.8,0.8,4.25,3,3,16,16.5,0,1,2115,0.0527302,1,0.0644616,0.0365812,0.0591291,170700,3,61835,6,1,1,0,0,204
0.95,0.74,2.34,4.62,4,4,10,9,1,2,2115,0.0527302,1,0.0644616,0.0365812,0.0591291,170700,3,61835,6,1,0,1,0,205
0.91,0.74,2.34,5.5,2,,10,7.5,1,2,1987,0.0566702,1,0.9816579,0.09763,0.1395122,81500,1,41429,6,1,0,1,0,206
1.07,0.85,0.95,4.37,3,3,16,18.75,1,3,4775,0.0356287,1,0.5597082,0.0444408,0.0284454,95100,3,48741,5,1,0,0,1,207
1.06,0.85,0.95,4.25,2,3,16,21,1,1,4775,0.0356287,1,0.5597082,0.0444408,0.0284454,95100,3,48741,5,1,1,0,0,208
1.02,0.95,0.95,4.75,3,5,16,10,1,3,4960,0.0211891,1,0.1735384,0.0725547,0.0769231,87900,2,37575,6,1,0,0,1,209
1.06,0.87,0.91,4.25,3,5,15,20.5,0,1,283,0.0299437,1,0.0019082,0.067086,0.0589618,132200,3,34714,23,1,1,0,0,210
1.06,0.91,1.07,4.4,3,5,16,18.5,0,3,283,0.0299437,1,0.0019082,0.067086,0.0589618,132200,3,34714,23,1,0,0,1,211
1.06,0.91,1.12,4.75,4,5,16,12.5,1,3,5164,0.0384675,1,0.0575308,0.0282084,0.0610785,95000,1,39509,5,1,0,0,1,212
1.12,0.91,0.95,5,5,3,16,16,1,3,1191,0.0287745,1,0.0295152,0.0220388,0.0324093,145300,2,55878,5,1,0,0,1,213
0.95,0.8,1.06,5.05,4,2,11.5,16.5,0,4,1367,0.027519,1,0.0606916,0.0202933,0.0171282,148900,4,57055,5,1,0,0,0,214
1.06,0.92,0.92,,3,5,17,14,1,1,3656,0.0782968,1,0.0606916,0.0202933,0.0171282,148900,3,57055,5,1,1,0,0,215
0.95,,,4.25,2,,10,7.25,1,2,509,0.0226055,1,0.0047142,0.0234694,0.0305526,188900,3,63989,5,1,0,1,0,216
0.96,0.95,0.85,4.25,3,5,14.5,21,0,1,509,0.0226055,1,0.0047142,0.0234694,0.0305526,188900,3,63989,5,1,1,0,0,217
0.91,0.91,0.91,5,3,3,12.5,15,0,1,1062,0.0325763,1,0.0532435,0.0289966,0.0498539,190400,3,64903,5,1,1,0,0,218
0.95,0.86,0.95,5.06,3,2,10.5,17.5,0,4,3656,0.0798947,1,0.123247,0.0632239,0.067521,113200,4,47996,5,1,0,0,0,219
0.95,0.74,2.34,4.62,2,4,9.5,5.5,1,2,3656,0.0798947,1,0.123247,0.0632239,0.067521,113200,4,47996,5,1,0,1,0,220
0.91,0.74,2.34,4.25,3,,10,7.5,1,2,3147,0.0624905,1,0.2120887,0.147196,0.1424783,69000,2,31348,11,1,0,1,0,221
1.05,0.91,0.93,4.25,4,2,16,19.5,0,1,565,0.0263158,1,0.0078827,0.055336,0.0634374,87900,3,43628,25,1,1,0,0,222
1.06,0.84,0.95,4.35,4,4,16,10.5,0,3,565,0.0263158,1,0.0078827,0.055336,0.0634374,87900,3,43628,25,1,0,0,1,223
1.02,0.91,0.93,4.5,4,3,15,34,0,1,1907,0.0310366,1,0.0467958,0.0336062,0.0635771,115700,2,44778,5,1,1,0,0,224
1.02,0.9,0.95,4.25,3,4,16,15.75,1,3,3964,0.0234234,1,0.047774,0.0248612,0.035246,144800,1,53455,5,1,0,0,1,225
1.06,0.8,2.13,4.45,3,3,10.5,11,0,2,2549,0.1070754,1,0.2784675,0.187528,0.1696958,69800,2,32360,25,1,0,1,0,226
0.96,0.93,0.93,4.55,4,4,17.5,14.5,1,1,5119,0.062179,1,0.0468705,0.0613623,0.0961228,87800,1,42893,11,1,1,0,0,227
0.95,0.85,2.34,4.25,3,3,10,9.5,1,2,1672,0.0671423,1,0.0560676,0.0456208,0.0679495,130300,1,57178,6,1,0,1,0,228
1.02,0.95,2.56,4.6,3,4,11,15,0,2,569,0.0466599,1,0.114207,0.0698809,0.0698635,95600,3,39756,11,1,0,1,0,229
1.06,0.88,0.84,4.5,3,2,16,19.75,0,1,569,0.0466599,1,0.114207,0.0698809,0.0698635,95600,3,39756,11,1,1,0,0,230
1.12,0.85,1.06,4.25,3,3,12.5,14,1,3,1373,0.07358,1,0.0911294,0.0762732,0.0986077,95800,4,42022,11,1,0,0,1,231
0.85,0.74,2.34,4.35,2,3,10,9,1,2,1373,0.07358,1,0.0911294,0.0762732,0.0986077,95800,4,42022,11,1,0,1,0,232
1.06,0.91,0.91,4.75,3,5,17,16.5,1,3,1373,0.07358,1,0.0911294,0.0762732,0.0986077,95800,4,42022,11,1,0,0,1,233
0.95,0.86,0.95,4.5,3,2,12.5,17.25,0,4,2758,0.037441,1,0.0703755,0.0523969,0.0468085,109700,3,49700,11,1,0,0,0,234
0.95,0.74,2.19,4.25,2,4,10,8.5,1,2,5119,0.062179,1,0.0703755,0.0523969,0.0468085,109700,3,49700,11,1,0,1,0,235
0.95,0.74,2.34,5.05,3,4,11,9.5,1,2,10080,0.1491565,1,0.6156687,0.3244063,0.400883,33900,2,20216,6,1,0,1,0,236
1.02,0.79,2.34,5,2,4,11,6.5,1,2,10080,0.1491565,1,0.4716138,0.3382175,0.3980173,35500,2,19931,6,1,0,1,0,237
0.95,0.89,0.95,4.75,3,2,12.5,14,0,4,4975,0.021374,1,0.0075611,0.0324015,0.1034096,100300,2,45405,6,1,0,0,0,238
1.02,0.88,0.91,4.25,2,3,15,5,0,1,3290,0.0546088,1,0.208941,0.0766652,0.1043003,80100,6,36921,6,1,1,0,0,239
0.95,0.74,2.19,5,3,5,10.5,10,1,2,3290,0.0546088,1,0.208941,0.0766652,0.1043003,80100,6,36921,6,1,0,1,0,240
1.02,0.91,0.8,4.75,3,4,16,15.5,1,3,3290,0.0546088,1,0.208941,0.0766652,0.1043003,80100,6,36921,6,1,0,0,1,241
1.02,0.88,0.94,4.25,1,,16,10,0,1,3290,0.0546088,1,0.208941,0.0766652,0.1043003,80100,6,36921,6,1,1,0,0,242
0.95,0.74,2.19,4.25,3,5,10,5,1,2,3290,0.0546088,1,0.208941,0.0766652,0.1043003,80100,6,36921,6,1,0,1,0,243
1.01,0.86,0.95,5.42,3,2,15.5,12,0,4,1280,0.0482324,1,0.0702827,0.0343892,0.039478,114800,5,46469,1,1,0,0,0,244
1.26,0.99,,5.15,5,4,24,40.5,1,3,1280,0.0482324,1,0.0702827,0.0343892,0.039478,114800,5,46469,1,1,0,0,1,245
1.12,0.85,2.45,5,3,4,12.5,10,0,2,1280,0.0482324,1,0.0702827,0.0343892,0.039478,114800,5,46469,1,1,0,1,0,246
1.06,0.95,0.91,4.62,3,3,15,14,0,1,1280,0.0482324,1,0.0702827,0.0343892,0.039478,114800,5,46469,1,1,1,0,0,247
1.13,1.06,0.95,4.37,4,3,15,9,0,1,749,0.0371278,1,0.0374786,0.067419,0.0863459,101500,2,34158,7,1,1,0,0,248
1.01,0.79,0.85,,3,2,14,7,0,4,163,0.0249977,1,0.0058357,0.0395137,0.0441264,144000,1,49167,7,1,0,0,0,249
1.23,1.06,2.3,4.87,3,3,13,10.5,1,3,,,1,0,0.0173754,0.0058224,145300,1,53725,1,1,0,0,1,250
1.06,0.85,3.95,4.62,3,4,12.5,5.5,0,2,2763,0.0775566,1,0.3612089,0.0921622,0.1234823,83000,3,36701,1,1,0,1,0,251
1.06,0.92,0.87,4.62,3,,16,22.5,1,1,2763,0.0775566,1,0.3612089,0.0921622,0.1234823,83000,3,36701,1,1,1,0,0,252
1.06,0.86,1.06,,3,2,16,25,0,4,204,0.0559881,1,0.0645478,0.1094265,0.0934112,91800,1,33510,7,1,0,0,0,253
1.06,0.93,0.94,4.5,4,3,15,15.5,0,1,2749,0.0353067,1,0.0398538,0.0624887,0.1187804,110900,2,39203,1,1,1,0,0,254
1.12,0.8,2.45,5,2,4,12,9.5,0,2,2749,0.0353067,1,0.0398538,0.0624887,0.1187804,110900,2,39203,1,1,0,1,0,255
0.85,,,4.5,2,5,10,3,1,2,3449,0.3166815,1,0.0632467,0.1619619,0.217556,110200,4,28729,7,1,0,1,0,256
1.02,0.91,0.85,4.25,5,3,16,12.5,0,1,2914,0.0938127,1,0.252626,0.1596074,0.1174557,70500,3,32635,9,1,1,0,0,257
1.06,0.81,2.45,4.25,,5,12.5,12.5,0,2,2914,0.0938127,1,0.252626,0.1596074,0.1174557,70500,3,32635,9,1,0,1,0,258
0.89,0.86,0.95,4.25,3,2,12.5,10,0,4,604,0.0610572,1,0.1380891,0.111178,0.11448,67100,3,35998,9,1,0,0,0,259
0.95,0.85,2.45,4.25,3,5,12,13.5,0,2,604,0.0610572,1,0.1380891,0.111178,0.11448,67100,3,35998,9,1,0,1,0,260
1.06,0.84,0.89,4.25,2,3,15,15.5,0,1,788,0.0834429,1,0.1064563,0.1088802,0.1303901,84600,7,35488,9,1,1,0,0,261
1.02,0.85,0.82,4.25,4,3,15,11,1,1,788,0.0834429,1,0.1064563,0.1088802,0.1303901,84600,7,35488,9,1,1,0,0,262
1.02,0.91,0.63,4.5,3,4,11.5,10.5,0,3,788,0.0834429,1,0.1064563,0.1088802,0.1303901,84600,7,35488,9,1,0,0,1,263
1.06,0.8,2.45,4.25,3,4,12.5,12.5,0,2,788,0.0834429,1,0.1064563,0.1088802,0.1303901,84600,7,35488,9,1,0,1,0,264
1.09,1.06,0.79,4.5,4,6,15,11.5,1,3,3208,0.3597115,1,0.6073325,0.2838884,0.544033,66900,8,25671,1,1,0,0,1,265
1.06,1.06,1.02,4.75,4,6,16,14.5,1,3,3208,0.3597115,1,0.6073325,0.2838884,0.544033,66900,8,25671,1,1,0,0,1,266
1.22,0.93,0.96,4.25,2,2,12,4,0,1,3208,0.3597115,1,0.6073325,0.2838884,0.544033,66900,8,25671,1,1,1,0,0,267
1.22,1.06,0.93,4.25,3,3,11,7,0,1,3208,0.3597115,1,0.6073325,0.2838884,0.544033,66900,8,25671,1,1,1,0,0,268
1.23,0.98,2.61,4.75,3,3,12,8.5,0,2,3208,0.3597115,1,0.6073325,0.2838884,0.544033,66900,8,25671,1,1,0,1,0,269
1.05,0.79,0.91,4.37,3,3,16,18.25,0,1,1037,0.0339711,1,0.160128,0.0593957,0.0723028,126700,2,50279,5,1,1,0,0,270
0.95,,2.13,4.5,4,5,17,20,0,3,4167,0.0292626,1,0.0692627,0.0289506,0.0586896,146500,2,55949,17,1,0,0,1,271
1.2,1.17,2.35,5,2,4,7,3,1,3,1204,0.034968,1,0.111835,0.0160362,0.0129725,204000,1,57672,18,1,0,0,1,272
1.06,0.91,0.96,4.75,3,2,14,13,0,1,1155,0.020202,1,0.0146843,0.0205882,0.0177936,242900,1,69594,26,1,1,0,0,273
0.95,0.92,0.95,4.87,3,2,11.5,10.5,0,4,2329,0.0234192,1,0.0657143,0.0837864,0.0506108,168900,4,41157,5,1,0,0,0,274
1.02,1.06,0.95,4.25,3,,10.5,8.25,1,3,2329,0.0234192,1,0.0657143,0.0837864,0.0506108,168900,4,41157,5,1,0,0,1,275
1.02,0.88,0.82,4.25,4,3,15,10.25,0,1,2329,0.0234192,1,0.0657143,0.0837864,0.0506108,168900,5,41157,5,1,1,0,0,276
1.06,0.95,2.66,4.5,3,4,10,12.5,0,2,2329,0.0234192,1,0.0657143,0.0837864,0.0506108,168900,5,41157,5,1,0,1,0,277
1.06,1,2.02,4.37,4,6,17,10,0,3,11823,0.1001861,1,0.5695518,0.2096856,0.3521739,61900,1,27295,17,1,0,0,1,278
0.93,0.83,0.85,4.5,4,4,16,31,0,1,2198,0.0322808,1,0.0734964,0.0336309,0.096032,112100,4,44598,17,1,1,0,0,279
1,1,,4.5,4,5,17,17,0,3,11823,0.1001861,1,0.0734964,0.0336309,0.096032,112100,4,44598,17,1,0,0,1,280
1.06,0.95,3.09,4.25,3,5,10,12.5,0,2,11823,0.1001861,1,0.0734964,0.0336309,0.096032,112100,4,44598,17,1,0,1,0,281
1.09,0.89,0.91,4.25,4,3,16,25,0,1,2198,0.0322808,1,0.0190911,0.0384186,0.0678339,144700,5,51548,17,1,1,0,0,282
1.06,0.85,2.49,5.12,2,6,11,14,0,2,2198,0.0322808,1,0.0190911,0.0384186,0.0678339,144700,5,51548,17,1,0,1,0,283
,,,4.25,3,7,17,27.5,0,3,2198,0.0322808,1,0.0190911,0.0384186,0.0678339,144700,5,51548,17,1,0,0,1,284
1.04,0.85,0.85,4.25,4,3,16,25,0,1,11823,0.1001861,1,0.0190911,0.0384186,0.0678339,144700,5,51548,17,1,1,0,0,285
1.04,0.67,0.85,4.37,4,4,16,32,0,1,2259,0.0578616,1,0.3688891,0.1153317,0.1982085,102600,3,37285,17,1,1,0,0,286
1.02,0.91,2.28,4.8,4,2,12,,0,4,2259,0.0578616,1,0.3688891,0.1153317,0.1982085,102600,3,37285,17,1,0,0,0,287
1.06,1,2.13,4.75,3,6,12.5,16,0,3,1179,0.0795362,1,0.0726936,0.0297103,0.0335308,180200,3,62684,17,1,0,0,1,288
1.02,0.98,0.95,4.6,4,3,17,15.5,0,3,1179,0.0795362,1,0.0726936,0.0297103,0.0335308,180200,3,62684,17,1,0,0,1,289
1.02,0.75,2.56,4.25,4,3,10,6,0,2,1846,0.0618229,1,0.1362687,0.1549544,0.1834426,107900,3,36633,23,1,0,1,0,290
1.04,0.85,0.91,4.5,5,3,16,19,0,1,331,0.0402311,1,0.1362687,0.1549544,0.1834426,107900,3,36633,23,1,1,0,0,291
1.06,0.8,2.56,4.25,4,3,10,19.5,0,2,2518,0.0296963,1,0.0024945,0.0453767,0.0710941,134000,3,41129,23,1,0,1,0,292
1.09,0.95,1.04,5,3,3,16,13,1,1,2518,0.0296963,1,0.0024945,0.0453767,0.0710941,134000,3,41129,23,1,1,0,0,293
1.23,,2.3,4.75,5,5,24,80,1,3,262,0.0272345,1,0.0045422,0.0456026,0.0409357,127300,1,41525,23,1,0,0,1,294
1.06,0.94,1.1,4.25,4,3,15,16.5,0,1,3240,0.0493827,1,0.0862337,0.0718378,0.114218,109400,2,32104,23,1,1,0,0,295
1.06,0.86,1.02,4.5,,3,15,7.5,0,1,262,0.0272345,1,0.0013052,0.0349272,0.026936,130400,2,41759,23,1,1,0,0,296
1.09,0.95,1.03,4.25,4,3,15,13,1,1,4913,0.0331188,1,0.0060946,0.0380384,0.0774101,160300,4,45907,23,1,1,0,0,297
1.2,1.18,1.06,4.75,3,8,15,12,0,3,4913,0.0331188,1,0.0060946,0.0380384,0.0774101,160300,4,45907,23,1,0,0,1,298
1.06,0.8,2.56,4.25,4,3,10,10,0,2,4913,0.0331188,1,0.0060946,0.0380384,0.0774101,160300,4,45907,23,1,0,1,0,299
1.06,1.01,2.66,4.5,3,3,10.5,6.5,0,2,1999,0.0314435,1,0,0.0401401,0.0496894,311700,1,63278,19,1,0,1,0,300
0.95,0.84,0.94,4.62,3,2,11.5,50,0,4,1835,0.0461039,1,0.0173525,0.1702234,0.1388439,146100,2,29797,23,1,0,0,0,301
1.06,0.8,2.56,5,5,3,10,12.5,0,2,1835,0.0461039,1,0.0076008,0.0502619,0.0639587,143500,6,46701,23,1,0,1,0,302
1.09,0.93,1.04,4.25,4,3,17,19,1,1,1835,0.0461039,1,0.0076008,0.0502619,0.0639587,143500,6,46701,23,1,1,0,0,303
1.12,1.02,1.02,5.5,3,5,12.5,17,0,1,1835,0.0461039,1,0.0076008,0.0502619,0.0639587,143500,6,46701,23,1,1,0,0,304
1.06,0.85,2.34,5,4,4,10,9,1,2,970,0.059417,1,0.011629,0.0309036,0.0540894,165800,1,52913,26,1,0,1,0,305
1.06,0.91,1.04,4.25,3,2,15,13,0,1,1962,0.0415863,1,0.0231497,0.0225605,0.038316,188400,8,63905,18,1,1,0,0,306
1.1,1,0.74,5.25,3,4,16,30,0,3,1962,0.0415863,1,0.0231497,0.0225605,0.038316,188400,8,63905,18,1,0,0,1,307
1.13,0.98,1.04,4.5,3,3,16,16,1,1,1962,0.0415863,1,0.0231497,0.0225605,0.038316,188400,8,63905,18,1,1,0,0,308
0.91,0.85,1.06,5.05,3,2,12.5,25,0,4,1962,0.0415863,1,0.0231497,0.0225605,0.038316,188400,8,63905,18,1,0,0,0,309
1.09,,0.95,4.62,3,4,16,18,0,3,1962,0.0415863,1,0.0231497,0.0225605,0.038316,188400,8,63905,18,1,0,0,1,310
,,,,4,5,12.5,20,0,3,1962,0.0415863,1,0.0231497,0.0225605,0.038316,188400,8,63905,18,1,0,0,1,311
1.12,1.07,1.1,4.25,5,,17,21.75,1,3,2893,0.0411818,1,0.0646623,0.0381158,0.0336869,161200,4,51806,18,1,0,0,1,312
1.49,1.02,1.11,4.25,2,8,13,15.25,0,1,2893,0.0411818,1,0.0646623,0.0381158,0.0336869,161200,4,51806,18,1,1,0,0,313
0.91,0.86,1.06,4.5,3,2,11.5,20,0,4,2893,0.0411818,1,0.0646623,0.0381158,0.0336869,161200,4,51806,18,1,0,0,0,314
1.06,0.95,1.01,,5,3,14.5,10,0,1,2893,0.0411818,1,0.0464232,0.0228436,0.0322058,230100,2,65339,18,1,1,0,0,315
1.12,1.07,1.06,4.75,2,5,17,14,1,3,3784,0.0308694,1,0.0443038,0.0263239,0.0510308,156200,1,50884,18,1,0,0,1,316
1.12,1.07,1,4.5,3,5,18,19.75,1,3,2893,0.0411818,1,0.0175085,0.0592482,0.0806025,174100,1,51781,13,1,0,0,1,317
1.02,0.91,1.06,4.75,4,2,12.5,17.5,0,4,4656,0.0317088,1,0.0626876,0.0301999,0.0758146,171100,1,56442,18,1,0,0,0,318
1.02,0.91,2.57,5.5,4,2,13,14,0,4,2491,0.031982,1,0.1732801,0.0288357,0.0327436,169600,4,56126,18,1,0,0,0,319
1.03,1.06,2.56,5.25,3,4,11,12,0,2,2491,0.031982,1,0.1732801,0.0288357,0.0327436,169600,4,56126,18,1,0,1,0,320
1.06,0.95,1.01,4.75,4,4,16,22.5,0,1,2491,0.031982,1,0.1732801,0.0288357,0.0327436,169600,4,56126,18,1,1,0,0,321
0.95,0.95,1.06,5.5,2,,12.5,,0,4,2491,0.031982,1,0.1732801,0.0288357,0.0327436,169600,4,56126,18,1,0,0,0,322
1.06,0.95,1,,4,3,16,11,0,1,1474,0.0289509,1,0.0319995,0.0213687,0.0540129,166100,2,55852,18,1,1,0,0,323
0.91,0.85,2.34,4.5,4,4,12.5,15,0,2,9223,0.0727238,1,0.1120184,0.1464824,0.2527899,126100,3,33462,18,1,0,1,0,324
1.06,1.06,1.06,5.5,4,5,17,27.5,0,3,9223,0.0727238,1,0.1120184,0.1464824,0.2527899,126100,3,33462,18,1,0,0,1,325
1.05,0.95,0.98,4.25,5,3,17,25,0,1,5433,0.019293,1,0.0118853,0.0750053,0.126871,108900,2,38782,29,1,1,0,0,326
0.95,0.95,1.06,5.37,3,,11.5,15,0,4,2108,0.0339564,1,0.0425708,0.0235555,0.0715638,153400,2,51471,18,1,0,0,0,327
1.07,0.95,0.95,4.75,5,3,16,17.5,0,1,912,0.0425666,1,0.2369736,0.0373703,0.0482296,164000,2,60173,26,1,1,0,0,328
1.28,1.06,2.3,4.5,5,2,24,30,1,3,2108,0.0339564,1,0.018886,0.0623847,0.0983291,136200,1,44987,18,1,0,0,1,329
1.06,0.85,2.34,5,2,3,11,10.25,1,2,2607,0.0488062,1,0.1092738,0.0269086,0.0534391,177600,2,57139,18,1,0,1,0,330
1.06,0.95,1.06,4.75,4,4,17,32.5,0,1,2607,0.0488062,1,0.1092738,0.0269086,0.0534391,177600,2,57139,18,1,1,0,0,331
0.98,0.84,0.84,4.25,7,6,16.5,25.5,0,1,2748.2,0.0532673,2,0.0218909,0.0715815,0.0799149,122800,4,43886,15,0,1,0,0,332
0.98,0.82,0.8,4.25,7,3,16.5,20,0,1,2748.2,0.0532673,2,0.0218909,0.0715815,0.0799149,122800,4,43886,15,0,1,0,0,333
1.01,0.89,3.5,4.5,3,4,12,11,0,2,2748.2,0.0532673,2,0.0144756,0.0652374,0.1179583,87800,1,36388,15,0,0,1,0,334
0.98,0.82,0.85,4.25,6,3,16.5,13.5,0,1,6451.463,0.0578806,2,0.0427765,0.0727119,0.1171368,104400,2,37883,22,0,1,0,0,335
0.87,0.77,0.95,5,5,3,12,15.5,1,4,6451.463,0.0578806,2,0.0427765,0.0727119,0.1171368,104400,4,37883,22,0,0,0,0,336
0.87,0.79,0.9,4.67,3,2,12,35,1,4,4011.429,0.0257301,2,0.0073235,0.0360799,0.0717868,111400,2,42350,15,0,0,0,0,337
1.05,0.86,0.86,4.5,,3,17,32.5,0,1,854.4,0.0114767,2,0.0084183,0.0369217,0.0164766,141500,1,50099,15,0,1,0,0,338
0.87,0.77,1.65,5.5,5,2,12,19,1,4,1763.923,0.058349,2,0.0133469,0.0510291,0.0847772,98500,4,38465,15,0,0,0,0,339
1.01,0.89,2.35,4.25,3,5,13,7.5,0,2,1763.923,0.058349,2,0.0133469,0.0510291,0.0847772,98500,4,38465,15,0,0,1,0,340
1.03,1.03,0.52,,3,4,16.5,37.5,0,1,687.667,0.0531915,2,0.0036328,0.0581477,0.0337733,105000,2,35812,22,0,1,0,0,341
1.03,0.73,0.52,4.25,2,4,17.5,17,0,1,2122.308,0.0177601,2,0,0.0887433,0.0120482,112300,1,38844,22,0,1,0,0,342
0.94,0.74,0.86,4.25,5,2,11.5,20,0,4,6045.257,0.0601558,2,0.153981,0.3404654,0.5432357,49300,2,18963,15,0,0,0,0,343
0.91,0.89,0.81,4.25,3,2,10.5,7.5,0,4,6045.257,0.0601558,2,0.153981,0.3404654,0.5432357,49300,2,18963,15,0,0,0,0,344
0.98,0.83,0.86,4.5,5,3,16.5,19,0,1,6045.257,0.0601558,2,0.0343853,0.0821592,0.0940994,91000,7,36871,15,0,1,0,0,345
1.01,0.84,0.63,4.25,3,4,14,16,0,1,6045.257,0.0601558,2,0.0343853,0.0821592,0.0940994,91000,7,36871,15,0,1,0,0,346
0.87,0.77,1.01,4.75,3,2,12,20.5,1,4,6045.257,0.0601558,2,0.0343853,0.0821592,0.0940994,91000,7,36871,15,0,0,0,0,347
0.98,0.83,0.86,4.25,6,3,16,12,0,1,6045.257,0.0601558,2,0.0343853,0.0821592,0.0940994,91000,7,36871,15,0,1,0,0,348
1.01,0.9,2.35,,4,4,13,9.75,0,2,6045.257,0.0601558,2,0.0343853,0.0821592,0.0940994,91000,7,36871,15,0,0,1,0,349
0.87,0.82,1.79,5,4,2,12,30,1,4,6045.257,0.0601558,2,0.011649,0.0321562,0.0797298,114100,2,46197,15,0,0,0,0,350
1,0.87,0.94,4.35,4,3,16,17,0,1,4219.492,0.0229363,2,0.0026857,0.1216933,0.1995164,44200,3,27960,16,0,1,0,0,351
0.95,0.73,0.8,4.25,4,3,16,25,0,1,374.7337,0.0118427,2,0.001853,0.0877029,0.1285714,65700,2,34384,14,0,1,0,0,352
0.89,0.79,2.01,4.25,3,2,11.5,12.5,0,4,3217.059,0.012068,2,0.0021295,0.0346845,0.0511178,108900,2,43847,14,0,0,0,0,353
0.89,0.77,0.84,4.25,3,2,11.5,35,0,4,2280.726,0.034948,2,0,0.109913,0.2226584,55700,2,27759,14,0,0,0,0,354
0.95,0.75,,4.25,5,3,16,40,0,1,2280.726,0.034948,2,0,0.109913,0.2226584,55700,2,27759,14,0,1,0,0,355
0.89,0.79,1.8,4.25,4,2,11.5,13.5,0,4,2280.726,0.0051802,2,0.0106243,0.1832357,0.1993483,49300,3,26355,14,0,0,0,0,356
0.89,0.8,0.84,4.25,3,2,12.5,22,0,4,2280.726,0.034948,2,0.0216164,0.1457786,0.2291949,64500,1,32218,14,0,0,0,0,357
0.94,0.74,0.79,4.5,5,3,16,47.5,0,1,10336.67,0.020832,2,0,0.10523,0.1855899,66400,2,30734,14,0,1,0,0,358
0.95,0.75,0.79,4.25,3,3,15.5,19.75,0,1,2280.726,0.034948,2,0.00283,0.0748924,0.1423832,69500,1,30833,14,0,1,0,0,359
